model,mitjana_MAE,mitjana_MSE,mitjana_R2,millor_MAE,millor_MSE,millor_R2,pitjor_MAE,pitjor_MSE,pitjor_R2
deathIncrease_cluster1,22.111525895488175,650.6417497734493,-3.0889385403221357,12.391059158416097,244.17972774163113,-0.2092992378552585,38.294044174566125,1512.5296768596124,-8.390554453712626
deathIncrease_cluster10,21.665249813952535,708.7227295561873,-2.5454297685741993,10.570589802999974,128.72797993001254,0.5568548634488564,42.15749638186126,2219.9848660710877,-15.42622660565264
deathIncrease_cluster11,84.14463953866802,9335.285161055705,-90.1576983789618,50.960041192256895,5579.086355951879,-0.15387148168851117,119.82076866435104,14608.177981115648,-260.0505912015561
deathIncrease_cluster12,32.03339272718078,1166.462456913555,-20.595528578949573,30.40208231402846,1093.7033069744812,-6.223632968805475,33.66470314033311,1239.2216068526288,-34.96742418909367
deathIncrease_cluster13,7.368385936522857,82.59146184138015,0.11055348786205987,7.368385936522857,82.59146184138015,0.11055348786205987,7.368385936522857,82.59146184138015,0.11055348786205987
deathIncrease_cluster14,12.732814464165978,234.5891331114871,0.33612821345765864,8.632777655536483,92.2839082211282,0.5718697687147054,15.844002715571516,378.9266468410281,-0.06881220902661633
deathIncrease_cluster15,7.153059399400525,74.06253935700119,-7.449291863897224,3.6128859547572385,17.65862728465371,0.12498547494688139,10.693232844043811,130.46645142934867,-15.023569202741328
deathIncrease_cluster16,4.49069239604587,42.97522439748082,-0.18339751976576943,2.895514724295668,19.532952188652505,0.4576645879549508,5.302628573376771,65.14665786320734,-1.3163003139834926
deathIncrease_cluster17,8.187028338797363,134.9413215967919,-2.578842936771017,7.64906997518605,71.99795140115071,-0.27785317578139423,8.724986702408676,197.88469179243307,-4.87983269776064
deathIncrease_cluster18,8.175422181467276,153.8167641662612,-0.9960463437600233,4.503420842888265,31.465663001171514,0.11859340292179676,16.850768234326768,435.0176304526509,-3.644028575474108
deathIncrease_cluster19,8.152933961854561,96.87077804569573,-1.034791018017991,5.730305970797057,43.240394480938726,-0.8987015754150831,10.575561952912066,150.50116161045273,-1.1708804606208987
deathIncrease_cluster2,4.279155402228787,20.79951612253652,-1.2954420946042555,4.279155402228787,20.79951612253652,-1.2954420946042555,4.279155402228787,20.79951612253652,-1.2954420946042555
deathIncrease_cluster20,1.9956249640036907,4.663615576219777,-5.72109303631674,1.9956249640036907,4.663615576219777,-5.72109303631674,1.9956249640036907,4.663615576219777,-5.72109303631674
deathIncrease_cluster21,21.302706319393142,2149.1231483292654,-8.34205862795457,14.29855583476955,286.0707433332931,0.033357642472361726,33.24515001192788,5531.324068077205,-25.05477030358989
deathIncrease_cluster22,104.22217532896988,23849.262823114324,-40.30265841172042,76.39578346548913,6317.004660924691,-0.277616249265886,132.04856719245063,41381.520985303956,-80.32770057417495
deathIncrease_cluster23,92.89939621122092,13717.388185519236,-0.06505173695756072,92.89939621122092,13717.388185519236,-0.06505173695756072,92.89939621122092,13717.388185519236,-0.06505173695756072
deathIncrease_cluster3,76.94833058749445,6824.9024583357905,-49.288754956158456,76.94833058749445,6824.9024583357905,-49.288754956158456,76.94833058749445,6824.9024583357905,-49.288754956158456
deathIncrease_cluster4,1.7651110414069038,5.016542911534562,-1.3635634871653224,1.7651110414069038,5.016542911534562,-1.3635634871653224,1.7651110414069038,5.016542911534562,-1.3635634871653224
