model,mitjana_MAE,mitjana_MSE,mitjana_R2,millor_MAE,millor_MSE,millor_R2,pitjor_MAE,pitjor_MSE,pitjor_R2
deathIncrease_cluster1,33.64158241740186,1331.696364437746,-4.389768731719739,24.711520909132577,749.7008690613387,-0.8128343317902662,46.14295518788892,2218.39126944506,-9.6435809614076
deathIncrease_cluster10,12.695371198161807,210.7472987060346,-3.610055724500802,11.369993223574697,171.53289330387,0.00010566596602057388,14.020749172748916,249.96170410819923,-7.220217114967625
deathIncrease_cluster11,56.07719313554936,5947.148318885008,0.3428328282780181,56.07719313554936,5947.148318885008,0.3428328282780181,56.07719313554936,5947.148318885008,0.3428328282780181
deathIncrease_cluster12,53.78795309334648,3451.6888941415173,-22.91684728540839,31.140101514845437,1806.2621907128892,0.028997834943153333,65.59224772820866,4344.750755752599,-76.64142488398151
deathIncrease_cluster13,151.3189583133261,29179.64580857656,-34.4936614376585,88.13836019705079,10631.264928461258,-1.1987674383530371,214.4995564296014,47728.02668869186,-67.78855543696397
deathIncrease_cluster14,87.66462142292161,17790.765109358203,-0.38131873395027704,87.66462142292161,17790.765109358203,-0.38131873395027704,87.66462142292161,17790.765109358203,-0.38131873395027704
deathIncrease_cluster15,140.1257585623331,24748.21746687928,-69.31787144546189,103.38453840275504,10830.942482550183,-0.1937613762209187,176.86697872191115,38665.492451208374,-138.44198151470286
deathIncrease_cluster16,1.729979074606695,3.661098085707495,-4.276288417637273,1.729979074606695,3.661098085707495,-4.276288417637273,1.729979074606695,3.661098085707495,-4.276288417637273
deathIncrease_cluster17,11.008760888506412,151.89503662903033,-40.25961835972602,8.994544883976813,89.35463493157205,-0.4381790963588752,13.022976893036011,214.43543832648862,-80.08105762309316
deathIncrease_cluster18,32.96977607112275,2084.202230736171,-9.788282678049091,16.436542868424464,329.7782683266499,0.09242717781603971,53.054856972701224,4996.280995594353,-29.03556718960194
deathIncrease_cluster19,2.6949991014815504,20.973588068093626,-1.0795824780192553,1.613788973636979,3.913253831488953,0.106900477948629,3.6287598846757914,40.53578238861733,-3.7514757721169785
