,date,state,positive,totalTestResults,death,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,Dose1_Total,Dose1_Total_pct,Dose1_65Plus,Dose1_65Plus_pct,Complete_Total,Complete_Total_pct,Complete_65Plus,Complete_65Plus_pct
17466,2020-01-13,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17467,2020-01-14,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17468,2020-01-15,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17469,2020-01-16,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17470,2020-01-17,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17471,2020-01-18,Washington,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17472,2020-01-19,Washington,1.0,0.0,0.0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17473,2020-01-20,Washington,1.0,0.0,0.0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17474,2020-01-21,Washington,2.0,0.0,0.0,1,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17475,2020-01-22,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7768,2020-01-22,Massachusetts,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17476,2020-01-23,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7769,2020-01-23,Massachusetts,0.0,2.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7770,2020-01-24,Massachusetts,0.0,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17477,2020-01-24,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17478,2020-01-25,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7771,2020-01-25,Massachusetts,0.0,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17479,2020-01-26,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7772,2020-01-26,Massachusetts,0.0,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17480,2020-01-27,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17060,2020-01-27,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7773,2020-01-27,Massachusetts,0.0,3.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17061,2020-01-28,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7774,2020-01-28,Massachusetts,0.0,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17481,2020-01-28,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17482,2020-01-29,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,2020-01-29,Florida,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7775,2020-01-29,Massachusetts,0.0,4.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17062,2020-01-29,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7776,2020-01-30,Massachusetts,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17063,2020-01-30,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,2020-01-30,Florida,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17483,2020-01-30,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17484,2020-01-31,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7777,2020-01-31,Massachusetts,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3317,2020-01-31,Florida,0.0,4.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17064,2020-01-31,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17065,2020-02-01,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,2020-02-01,Florida,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7778,2020-02-01,Massachusetts,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17485,2020-02-01,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7779,2020-02-02,Massachusetts,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17066,2020-02-02,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3319,2020-02-02,Florida,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17486,2020-02-02,Washington,2.0,0.0,0.0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17067,2020-02-03,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3320,2020-02-03,Florida,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7780,2020-02-03,Massachusetts,0.0,7.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17487,2020-02-03,Washington,3.0,0.0,0.0,1,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17068,2020-02-04,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17488,2020-02-04,Washington,3.0,0.0,0.0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7781,2020-02-04,Massachusetts,0.0,9.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3321,2020-02-04,Florida,0.0,6.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3322,2020-02-05,Florida,0.0,6.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17489,2020-02-05,Washington,3.0,0.0,0.0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7782,2020-02-05,Massachusetts,0.0,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17069,2020-02-05,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3323,2020-02-06,Florida,0.0,6.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17490,2020-02-06,Washington,5.0,0.0,0.0,2,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17070,2020-02-06,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7783,2020-02-06,Massachusetts,0.0,10.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7784,2020-02-07,Massachusetts,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17071,2020-02-07,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,2020-02-07,Florida,0.0,6.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17491,2020-02-07,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17492,2020-02-08,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7785,2020-02-08,Massachusetts,0.0,11.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17072,2020-02-08,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325,2020-02-08,Florida,0.0,7.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3326,2020-02-09,Florida,0.0,7.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7786,2020-02-09,Massachusetts,0.0,11.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17073,2020-02-09,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17493,2020-02-09,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17074,2020-02-10,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11140,2020-02-10,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17494,2020-02-10,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327,2020-02-10,Florida,0.0,7.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7787,2020-02-10,Massachusetts,0.0,12.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17495,2020-02-11,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17075,2020-02-11,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11141,2020-02-11,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7788,2020-02-11,Massachusetts,0.0,12.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3328,2020-02-11,Florida,0.0,8.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7789,2020-02-12,Massachusetts,0.0,13.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,2020-02-12,Florida,0.0,8.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17076,2020-02-12,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17496,2020-02-12,Washington,5.0,0.0,0.0,0,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11142,2020-02-12,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17077,2020-02-13,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11143,2020-02-13,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17497,2020-02-13,Washington,6.0,0.0,0.0,1,0,6,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,2020-02-13,Florida,0.0,9.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7790,2020-02-13,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3331,2020-02-14,Florida,0.0,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11144,2020-02-14,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17078,2020-02-14,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17498,2020-02-14,Washington,7.0,0.0,0.0,1,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7791,2020-02-14,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17079,2020-02-15,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17499,2020-02-15,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7792,2020-02-15,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3332,2020-02-15,Florida,0.0,12.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11145,2020-02-15,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016,2020-02-15,Nebraska,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,2020-02-16,Florida,0.0,12.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17500,2020-02-16,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10017,2020-02-16,Nebraska,0.0,3.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17080,2020-02-16,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7793,2020-02-16,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11146,2020-02-16,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17081,2020-02-17,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17501,2020-02-17,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10018,2020-02-17,Nebraska,0.0,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3334,2020-02-17,Florida,0.0,13.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11147,2020-02-17,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7794,2020-02-17,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17502,2020-02-18,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,2020-02-18,Florida,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17082,2020-02-18,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7795,2020-02-18,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11148,2020-02-18,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10019,2020-02-18,Nebraska,0.0,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11149,2020-02-19,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3336,2020-02-19,Florida,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7796,2020-02-19,Massachusetts,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10020,2020-02-19,Nebraska,0.0,9.0,0.0,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17083,2020-02-19,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17503,2020-02-19,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3337,2020-02-20,Florida,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7797,2020-02-20,Massachusetts,0.0,14.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17504,2020-02-20,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,2020-02-20,Nebraska,0.0,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17084,2020-02-20,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11150,2020-02-20,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11151,2020-02-21,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10022,2020-02-21,Nebraska,0.0,10.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17505,2020-02-21,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17085,2020-02-21,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7798,2020-02-21,Massachusetts,0.0,14.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,2020-02-21,Florida,0.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10023,2020-02-22,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7799,2020-02-22,Massachusetts,0.0,14.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,2020-02-22,Florida,0.0,14.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17086,2020-02-22,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11152,2020-02-22,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17506,2020-02-22,Washington,7.0,0.0,0.0,0,0,7,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,2020-02-23,Florida,0.0,14.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17087,2020-02-23,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7800,2020-02-23,Massachusetts,0.0,14.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11153,2020-02-23,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10024,2020-02-23,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17507,2020-02-23,Washington,8.0,0.0,0.0,1,0,8,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10025,2020-02-24,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,2020-02-24,Florida,0.0,14.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11154,2020-02-24,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7801,2020-02-24,Massachusetts,0.0,16.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17508,2020-02-24,Washington,9.0,0.0,0.0,1,0,9,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17088,2020-02-24,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10026,2020-02-25,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17509,2020-02-25,Washington,10.0,0.0,0.0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3342,2020-02-25,Florida,0.0,15.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11155,2020-02-25,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7802,2020-02-25,Massachusetts,0.0,16.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17089,2020-02-25,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11156,2020-02-26,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17510,2020-02-26,Washington,12.0,0.0,2.0,2,0,12,0,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7803,2020-02-26,Massachusetts,0.0,16.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3343,2020-02-26,Florida,0.0,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,2020-02-26,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17090,2020-02-26,Virginia,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7804,2020-02-27,Massachusetts,0.0,16.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17511,2020-02-27,Washington,13.0,0.0,2.0,1,0,13,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10028,2020-02-27,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5192,2020-02-27,Indiana,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,2020-02-27,Florida,0.0,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11157,2020-02-27,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17091,2020-02-27,Virginia,0.0,6445.0,0.0,0,0,0,6445,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7805,2020-02-28,Massachusetts,0.0,18.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5193,2020-02-28,Indiana,0.0,2.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11158,2020-02-28,New Jersey,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,2020-02-28,Nebraska,0.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17512,2020-02-28,Washington,15.0,0.0,4.0,2,0,15,0,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17092,2020-02-28,Virginia,0.0,6445.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,2020-02-28,Florida,0.0,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5194,2020-02-29,Indiana,0.0,4.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,2020-02-29,Connecticut,0.0,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,2020-02-29,Florida,0.0,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17093,2020-02-29,Virginia,0.0,6447.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10030,2020-02-29,Nebraska,0.0,25.0,0.0,0,0,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
