,date,state,positive,totalTestResults,death,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,Dose1_Total,Dose1_Total_pct,Dose1_65Plus,Dose1_65Plus_pct,Complete_Total,Complete_Total_pct,Complete_65Plus,Complete_65Plus_pct
16473,2020-08-03,Utah,41529.0,657549.0,314.0,354,3013,543069,4261,543069,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9067,2020-08-03,Mississippi,61125.0,462717.0,1711.0,572,0,462717,572,462717,8,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7962,2020-08-03,Massachusetts,118657.0,1648689.0,8648.0,199,12113,1226852,26960,1226852,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16107,2020-08-03,Texas,442014.0,4461346.0,7016.0,5303,0,442014,15583,442014,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2020-08-03,Alaska,3331.0,245807.0,25.0,58,0,3331,2717,3331,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14262,2020-08-03,Pennsylvania,114155.0,1629049.0,7209.0,565,11435,1256569,18261,1256569,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14634,2020-08-03,Rhode Island,19246.0,376009.0,1010.0,224,3826,210066,2733,210066,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17249,2020-08-03,Virginia,93106.0,1151604.0,2218.0,1324,0,93428,15036,93106,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10554,2020-08-03,Nevada,51199.0,654894.0,847.0,994,1753,484866,2045,484866,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4240,2020-08-03,Hawaii,2242.0,157304.0,26.0,45,593,127279,2790,127279,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10923,2020-08-03,New Hampshire,6660.0,243785.0,417.0,26,2188,164836,3110,164836,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8334,2020-08-03,Michigan,92374.0,1951555.0,6463.0,613,0,92374,25207,92374,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350,2020-08-03,Indiana,68433.0,1024232.0,2980.0,576,5863,775482,4095,775482,5,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,2020-08-03,Arkansas,44597.0,527400.0,475.0,1424,11395,527400,12819,527400,17,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8701,2020-08-03,Minnesota,56560.0,1070925.0,1656.0,613,13050,872004,15963,872004,2,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,2020-08-03,New Jersey,184977.0,2166943.0,15747.0,293,18438,2166943,18731,2166943,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,2020-08-03,California,514901.0,8184696.0,9388.0,5739,0,514901,148721,514901,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18406,2020-08-03,Wisconsin,59401.0,1294013.0,956.0,411,6769,970941,12991,970836,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11683,2020-08-03,New Mexico,21130.0,577810.0,655.0,114,0,21130,3557,21130,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12789,2020-08-03,North Dakota,6770.0,315710.0,109.0,127,2383,158736,4558,158736,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15369,2020-08-03,South Dakota,9020.0,142745.0,135.0,65,630,114648,1054,114648,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9799,2020-08-03,Montana,4233.0,179508.0,64.0,40,0,4233,5213,4233,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7183,2020-08-03,Maine,3970.0,171894.0,124.0,12,0,3970,2012,3970,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2020-08-03,Alabama,92661.0,711317.0,1633.0,1217,6764,714051,7880,714051,6,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,2020-08-03,Colorado,47968.0,721921.0,1844.0,252,4539,552003,7361,552003,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13892,2020-08-03,Oregon,19097.0,651235.0,326.0,280,3761,413657,6450,413657,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,2020-08-03,District of Columbia,12313.0,198815.0,586.0,39,0,12313,1623,12313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4606,2020-08-03,Idaho,21344.0,184060.0,197.0,230,808,185337,1026,185337,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6451,2020-08-03,Kentucky,31508.0,598408.0,744.0,323,0,31508,3535,31508,2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15003,2020-08-03,South Carolina,92951.0,731675.0,1793.0,1163,8255,731675,9418,731675,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17669,2020-08-03,Washington,61074.0,1127619.0,1596.0,416,0,61074,17534,61074,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9433,2020-08-03,Missouri,52887.0,936013.0,1255.0,1047,9434,712948,15723,712948,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6084,2020-08-03,Kansas,28876.0,301839.0,365.0,1064,8268,301839,9332,301839,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,2020-08-03,Arizona,179497.0,1364256.0,3779.0,1030,6960,964418,6711,964418,14,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13157,2020-08-03,Ohio,93963.0,1601082.0,3539.0,932,0,93963,21448,93963,10,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502,2020-08-03,Florida,484729.0,4704476.0,7279.0,4814,27049,3748871,51913,3745643,73,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15737,2020-08-03,Tennessee,110636.0,1573222.0,1092.0,1009,0,110636,12201,110636,19,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6817,2020-08-03,Louisiana,120846.0,1393910.0,4024.0,1099,13371,1393910,14470,1393910,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12054,2020-08-03,New York,416843.0,6082774.0,25172.0,545,0,416843,51839,416843,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18036,2020-08-03,West Virginia,6973.0,290001.0,117.0,119,0,6973,3787,6973,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18778,2020-08-03,Wyoming,2848.0,83947.0,27.0,40,1459,54880,1839,54880,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13523,2020-08-03,Oklahoma,38602.0,638063.0,551.0,377,0,638063,377,638063,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5717,2020-08-03,Iowa,45841.0,486475.0,882.0,349,2008,486475,2357,486475,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7551,2020-08-03,Maryland,91144.0,1288496.0,3523.0,870,14981,960637,24484,960637,8,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,2020-08-03,Illinois,184522.0,2806797.0,7723.0,1298,0,184522,28475,184522,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16843,2020-08-03,Vermont,1426.0,122592.0,57.0,1,497,95099,610,95099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,2020-08-03,Delaware,15055.0,259956.0,585.0,106,2642,187659,3691,187659,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,2020-08-03,Connecticut,50062.0,884263.0,4437.0,252,0,50062,7372,50062,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3871,2020-08-03,Georgia,195435.0,1676684.0,3842.0,2258,0,195435,21773,195435,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12423,2020-08-03,North Carolina,126532.0,1634070.0,1982.0,1313,0,126532,23480,126532,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10186,2020-08-03,Nebraska,26702.0,361468.0,332.0,311,3552,281106,4903,281106,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9068,2020-08-04,Mississippi,62199.0,463791.0,1753.0,1074,0,463791,1074,463791,42,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6085,2020-08-04,Kansas,28876.0,301839.0,365.0,0,0,301839,0,301839,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,2020-08-04,Connecticut,50110.0,897166.0,4437.0,48,0,50110,12903,50110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5351,2020-08-04,Indiana,69255.0,1044015.0,2996.0,822,8714,785018,19783,785018,16,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11684,2020-08-04,New Mexico,21340.0,590825.0,658.0,210,0,21340,13015,21340,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9434,2020-08-04,Missouri,54080.0,946923.0,1266.0,1193,7382,721523,10910,721523,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,2020-08-04,District of Columbia,12398.0,200127.0,587.0,85,0,12398,1312,12398,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10555,2020-08-04,Nevada,52179.0,662997.0,862.0,980,3241,489087,8103,489087,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4241,2020-08-04,Hawaii,2448.0,159093.0,26.0,206,3227,130712,1789,130712,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16474,2020-08-04,Utah,41907.0,663626.0,321.0,378,4119,547566,6077,547566,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3503,2020-08-04,Florida,490086.0,4752867.0,7526.0,5357,26214,3780494,48391,3777214,247,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2731,2020-08-04,Delaware,15137.0,262571.0,587.0,82,1567,189308,2615,189308,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7184,2020-08-04,Maine,3975.0,173471.0,123.0,5,0,3975,1577,3975,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14635,2020-08-04,Rhode Island,19390.0,380973.0,1011.0,144,1743,211953,4964,211953,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,2020-08-04,Arkansas,45381.0,533899.0,490.0,784,5715,533899,6499,533899,15,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8335,2020-08-04,Michigan,93175.0,1979257.0,6471.0,801,0,93175,27702,93175,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4607,2020-08-04,Idaho,21675.0,186475.0,200.0,331,2110,187778,2415,187778,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6452,2020-08-04,Kentucky,32197.0,605896.0,751.0,689,0,32197,7488,32197,7,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3872,2020-08-04,Georgia,197948.0,1695845.0,3921.0,2513,0,197948,19161,197948,79,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18779,2020-08-04,Wyoming,2884.0,85351.0,27.0,36,327,55243,1404,55243,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,2020-08-04,California,519427.0,8305713.0,9501.0,4526,0,519427,121017,519427,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16844,2020-08-04,Vermont,1431.0,124805.0,57.0,5,1425,96529,2213,96529,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11316,2020-08-04,New Jersey,185381.0,2167347.0,15758.0,404,0,2167347,404,2167347,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8702,2020-08-04,Minnesota,57162.0,1078695.0,1660.0,602,5505,878111,7770,878111,4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718,2020-08-04,Iowa,46042.0,490371.0,888.0,201,3695,490371,3896,490371,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18037,2020-08-04,West Virginia,7051.0,293231.0,124.0,78,0,7051,3230,7051,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15004,2020-08-04,South Carolina,94190.0,740457.0,1847.0,1239,7543,740457,8782,740457,54,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14263,2020-08-04,Pennsylvania,115009.0,1653095.0,7232.0,854,14106,1271529,24046,1271529,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12055,2020-08-04,New York,417589.0,6153767.0,25175.0,746,0,417589,70993,417589,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7552,2020-08-04,Maryland,91854.0,1304873.0,3530.0,710,10999,972346,16377,972346,7,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18407,2020-08-04,Wisconsin,60171.0,1307072.0,968.0,770,17410,989124,13059,989016,12,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13893,2020-08-04,Oregon,19366.0,657046.0,328.0,269,3205,417131,5811,417131,2,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9800,2020-08-04,Montana,4314.0,181236.0,64.0,81,0,4314,1728,4314,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6818,2020-08-04,Louisiana,124461.0,1449857.0,4051.0,3615,52332,1449857,55947,1449857,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13524,2020-08-04,Oklahoma,39463.0,657276.0,566.0,861,18352,657276,19213,657276,15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2020-08-04,Alabama,93702.0,719489.0,1666.0,1041,7209,722301,8172,722301,33,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,2020-08-04,Colorado,48394.0,727026.0,1849.0,426,2993,555422,5105,555422,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7963,2020-08-04,Massachusetts,119203.0,1673078.0,8657.0,546,14878,1242276,24389,1242276,9,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16108,2020-08-04,Texas,451181.0,4515345.0,7261.0,9167,0,451181,53999,451181,245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12424,2020-08-04,North Carolina,128161.0,1653810.0,2010.0,1629,0,128161,19740,128161,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,2020-08-04,Illinois,185993.0,2849395.0,7742.0,1471,0,185993,42598,185993,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10187,2020-08-04,Nebraska,26956.0,364592.0,332.0,254,2499,283859,3124,283859,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10924,2020-08-04,New Hampshire,6693.0,246591.0,418.0,33,1107,165976,2806,165976,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15738,2020-08-04,Tennessee,112441.0,1591310.0,1117.0,1805,0,112441,18088,112441,25,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15370,2020-08-04,South Dakota,9079.0,143571.0,136.0,59,674,115381,826,115381,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,2020-08-04,Alaska,3392.0,252649.0,25.0,61,0,3392,6842,3392,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13158,2020-08-04,Ohio,95106.0,1617976.0,3570.0,1143,0,95106,16894,95106,31,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17670,2020-08-04,Washington,61312.0,1143993.0,1600.0,238,0,61312,16374,61312,4,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,2020-08-04,Arizona,180505.0,1381739.0,3845.0,1008,5818,971244,17483,971244,66,1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17250,2020-08-04,Virginia,94251.0,1164515.0,2244.0,1145,0,94626,12911,94251,26,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12790,2020-08-04,North Dakota,6919.0,320395.0,111.0,149,1571,160456,4685,160456,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,2020-08-05,District of Columbia,12443.0,202825.0,587.0,45,0,12443,2698,12443,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608,2020-08-05,Idaho,22234.0,190520.0,210.0,559,3550,191887,4045,191887,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,2020-08-05,Delaware,15296.0,266019.0,587.0,159,1233,190700,3448,190700,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9435,2020-08-05,Missouri,55321.0,957863.0,1272.0,1241,7810,730574,10940,730574,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16109,2020-08-05,Texas,459887.0,4565570.0,7497.0,8706,0,459887,50225,459887,236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12791,2020-08-05,North Dakota,7041.0,325826.0,112.0,122,1420,161998,5431,161998,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18038,2020-08-05,West Virginia,7159.0,297282.0,124.0,108,0,7159,4051,7159,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12425,2020-08-05,North Carolina,129288.0,1665423.0,2050.0,1127,0,129288,11613,129288,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15371,2020-08-05,South Dakota,9168.0,145089.0,137.0,89,904,116374,1518,116374,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,2020-08-05,Connecticut,50225.0,909639.0,4437.0,115,0,50225,12473,50225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,2020-08-05,Hawaii,2591.0,161400.0,27.0,143,1671,132526,2307,132526,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10556,2020-08-05,Nevada,52828.0,671522.0,890.0,649,1381,491117,8525,491117,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14636,2020-08-05,Rhode Island,19481.0,384487.0,1012.0,91,1491,213535,3514,213535,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,2020-08-05,Colorado,48988.0,754644.0,1851.0,594,9303,565319,27618,565319,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13525,2020-08-05,Oklahoma,40564.0,664730.0,583.0,1101,6353,664730,7454,664730,17,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7553,2020-08-05,Maryland,92426.0,1326635.0,3536.0,572,9477,982395,21762,982395,6,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11317,2020-08-05,New Jersey,185773.0,2189464.0,15765.0,392,21725,2189464,22117,2189464,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9069,2020-08-05,Mississippi,63444.0,477822.0,1804.0,1245,12786,477822,14031,477822,51,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18408,2020-08-05,Wisconsin,61110.0,1326425.0,977.0,939,16139,1006210,19353,1006094,9,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,2020-08-05,Arizona,182203.0,1397596.0,3932.0,1698,12600,985542,15857,985542,87,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13159,2020-08-05,Ohio,96305.0,1637232.0,3596.0,1199,0,96305,19256,96305,26,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16475,2020-08-05,Utah,42328.0,670353.0,327.0,421,4472,552459,6727,552459,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7185,2020-08-05,Maine,3992.0,175895.0,124.0,17,0,3992,2424,3992,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3504,2020-08-05,Florida,495510.0,4801814.0,7751.0,5424,25017,3810932,48947,3807655,225,623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6819,2020-08-05,Louisiana,125943.0,1469867.0,4096.0,1482,18528,1469867,20010,1469867,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17251,2020-08-05,Virginia,95049.0,1176180.0,2274.0,798,0,95472,11665,95049,30,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6453,2020-08-05,Kentucky,32741.0,618793.0,752.0,544,0,32741,12897,32741,1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10925,2020-08-05,New Hampshire,6719.0,249006.0,418.0,26,1405,167407,2415,167407,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2020-08-05,Alabama,94654.0,724582.0,1695.0,952,4207,727460,5093,727460,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12056,2020-08-05,New York,418225.0,6226435.0,25179.0,636,0,418225,72668,418225,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18780,2020-08-05,Wyoming,2923.0,86507.0,27.0,39,432,55714,1156,55714,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9801,2020-08-05,Montana,4429.0,183124.0,65.0,115,0,4429,1888,4429,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17671,2020-08-05,Washington,62183.0,1159061.0,1619.0,871,0,62183,15068,62183,19,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16845,2020-08-05,Vermont,1436.0,126278.0,57.0,5,583,97117,1473,97117,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,2020-08-05,Arkansas,46293.0,533899.0,508.0,912,0,534811,0,534811,18,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8336,2020-08-05,Michigan,93893.0,2005494.0,6478.0,718,0,93893,26237,93893,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15005,2020-08-05,South Carolina,95472.0,748622.0,1894.0,1282,6883,748622,8165,748622,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5352,2020-08-05,Indiana,69975.0,1063832.0,3007.0,720,6487,792225,19817,792225,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14264,2020-08-05,Pennsylvania,115714.0,1673025.0,7244.0,705,12491,1284725,19930,1284725,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15739,2020-08-05,Tennessee,114098.0,1610604.0,1144.0,1657,0,114098,19294,114098,27,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,2020-08-05,Georgia,201713.0,1726701.0,3984.0,3765,0,201713,30856,201713,63,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13894,2020-08-05,Oregon,19699.0,663095.0,333.0,333,2450,419914,6049,419914,5,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11685,2020-08-05,New Mexico,21566.0,597408.0,667.0,226,0,21566,6583,21566,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,2020-08-05,California,524722.0,8409400.0,9703.0,5295,0,524722,103687,524722,202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,2020-08-05,Alaska,3447.0,257279.0,25.0,55,0,3447,4630,3447,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6086,2020-08-05,Kansas,29717.0,308718.0,368.0,841,6038,308718,6879,308718,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5719,2020-08-05,Iowa,46659.0,496428.0,899.0,617,5440,496428,6057,496428,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4977,2020-08-05,Illinois,187752.0,2896063.0,7770.0,1759,0,187752,46668,187752,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8703,2020-08-05,Minnesota,57779.0,1090303.0,1670.0,617,8895,887623,11608,887623,10,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7964,2020-08-05,Massachusetts,119643.0,1698416.0,8659.0,440,16878,1259594,25338,1259594,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10188,2020-08-05,Nebraska,27178.0,367751.0,332.0,222,3024,287105,3159,287105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12792,2020-08-06,North Dakota,7163.0,331004.0,113.0,122,1585,163705,5178,163705,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6454,2020-08-06,Kentucky,33254.0,630336.0,760.0,513,0,33254,11543,33254,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15372,2020-08-06,South Dakota,9273.0,146846.0,141.0,105,1095,117574,1757,117574,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101,2020-08-06,District of Columbia,12518.0,205983.0,587.0,75,0,12518,3158,12518,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15006,2020-08-06,South Carolina,96797.0,756145.0,1943.0,1325,6198,756145,7523,756145,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8704,2020-08-06,Minnesota,58640.0,1105094.0,1677.0,861,10996,899480,14791,899480,7,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14265,2020-08-06,Pennsylvania,116521.0,1695198.0,7282.0,807,14719,1300251,22173,1300251,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16476,2020-08-06,Utah,42915.0,677483.0,330.0,587,4368,557414,7130,557414,3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9436,2020-08-06,Missouri,56383.0,968131.0,1280.0,1062,10675,742311,10268,742311,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13160,2020-08-06,Ohio,97471.0,1660752.0,3618.0,1166,0,97471,23520,97471,22,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6087,2020-08-06,Kansas,29717.0,308718.0,368.0,0,0,308718,0,308718,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18039,2020-08-06,West Virginia,7277.0,301927.0,124.0,118,0,7277,4645,7277,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11686,2020-08-06,New Mexico,21773.0,604382.0,669.0,207,0,21773,6974,21773,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17252,2020-08-06,Virginia,95867.0,1191304.0,2299.0,818,0,96341,15124,95867,25,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17672,2020-08-06,Washington,63055.0,1173650.0,1624.0,872,0,63055,14589,63055,5,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12426,2020-08-06,North Carolina,131267.0,1684981.0,2092.0,1979,0,131267,19558,131267,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16110,2020-08-06,Texas,467485.0,4606787.0,7803.0,7598,0,467485,41217,467485,306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,2020-08-06,Florida,503083.0,4890559.0,7871.0,7573,34829,3853382,88745,3850057,120,559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7965,2020-08-06,Massachusetts,119874.0,1721559.0,8691.0,231,11393,1271218,23143,1271218,32,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
